Timestamp,HeartRate
2021-03-21 01:42:02,77
2021-03-21 01:47:02,76
2021-03-21 01:52:02,77
2021-03-21 01:57:02,75
2021-03-21 02:02:02,75
2021-03-21 02:07:02,77
2021-03-21 02:12:02,79
2021-03-21 02:17:02,81
2021-03-21 02:22:02,78
2021-03-21 02:27:02,78
2021-03-21 02:32:02,77
2021-03-21 02:37:02,78
2021-03-21 02:42:02,79
2021-03-21 02:47:02,81
2021-03-21 02:52:02,81
2021-03-21 02:57:02,80
2021-03-21 03:02:02,82
2021-03-21 03:07:02,82
2021-03-21 03:12:02,78
2021-03-21 03:17:02,78
2021-03-21 03:22:02,75
2021-03-21 03:27:02,75
2021-03-21 03:32:02,72
2021-03-21 03:37:02,72
2021-03-21 03:42:02,71
2021-03-21 03:47:02,71
2021-03-21 04:12:02,75
2021-03-21 04:17:02,73
2021-03-21 04:22:02,73
2021-03-21 04:27:02,73
2021-03-21 04:32:02,73
2021-03-21 04:37:02,72
2021-03-21 04:42:02,71
2021-03-21 04:47:02,71
2021-03-21 05:02:02,68
2021-03-21 05:07:02,68
2021-03-21 05:52:02,68
2021-03-21 05:57:02,71
2021-03-21 06:02:02,71
2021-03-21 06:27:02,68
2021-03-21 06:32:02,71
2021-03-21 06:37:02,72
2021-03-21 06:42:02,72
2021-03-21 06:47:02,70
2021-03-21 06:52:02,68
2021-03-21 06:57:02,68
2021-03-21 07:02:02,71
2021-03-21 07:07:02,69
2021-03-21 07:12:02,67
2021-03-21 07:17:02,67
2021-03-21 07:22:02,68
2021-03-21 07:27:02,68
2021-03-21 07:32:02,68
2021-03-21 07:37:02,69
2021-03-21 07:42:02,70
2021-03-21 07:47:02,71
2021-03-21 07:52:02,70
2021-03-21 07:57:02,76
2021-03-21 08:02:02,74
2021-03-21 08:07:02,71
2021-03-21 08:12:02,72
2021-03-21 08:17:02,72
2021-03-21 08:22:02,76
2021-03-21 08:27:02,76
2021-03-21 08:32:02,76
