Timestamp,HeartRate
2021-03-08 01:32:01,88
2021-03-08 01:37:01,84
2021-03-08 01:42:01,85
2021-03-08 01:47:01,86
2021-03-08 01:52:01,85
2021-03-08 01:57:01,86
2021-03-08 02:12:01,81
2021-03-08 02:17:01,78
2021-03-08 02:22:01,80
2021-03-08 02:27:01,73
2021-03-08 02:32:01,73
2021-03-08 02:37:01,71
2021-03-08 02:42:01,72
2021-03-08 02:47:01,85
2021-03-08 02:52:01,87
2021-03-08 02:57:01,81
2021-03-08 03:02:01,78
2021-03-08 03:07:01,82
2021-03-08 03:12:01,75
2021-03-08 03:17:01,75
2021-03-08 03:22:01,76
2021-03-08 03:27:01,72
2021-03-08 03:32:01,71
2021-03-08 03:37:01,72
2021-03-08 03:42:01,70
2021-03-08 03:52:01,67
2021-03-08 03:57:01,68
2021-03-08 04:02:01,69
2021-03-08 04:07:01,70
2021-03-08 04:12:01,67
2021-03-08 04:17:01,68
2021-03-08 04:22:01,68
2021-03-08 04:27:01,72
2021-03-08 04:32:01,86
2021-03-08 04:37:01,83
2021-03-08 05:27:01,80
2021-03-08 05:32:01,79
2021-03-08 05:37:01,82
2021-03-08 05:42:01,79
2021-03-08 05:47:01,80
2021-03-08 05:52:01,79
2021-03-08 05:57:01,79
2021-03-08 06:02:01,76
2021-03-08 06:07:01,73
2021-03-08 06:12:01,72
2021-03-08 06:17:01,71
2021-03-08 06:22:01,72
2021-03-08 06:27:01,69
2021-03-08 06:32:01,76
2021-03-08 06:37:01,67
2021-03-08 06:42:01,66
2021-03-08 06:47:01,66
2021-03-08 06:52:01,67
2021-03-08 06:57:01,73
2021-03-08 07:02:01,74
2021-03-08 07:07:01,69
2021-03-08 07:12:01,69
2021-03-08 07:17:01,70
2021-03-08 07:22:01,72
2021-03-08 07:27:01,71
2021-03-08 07:32:01,72
2021-03-08 07:37:01,73
2021-03-08 07:42:01,74
2021-03-08 07:47:01,77
2021-03-08 07:52:01,76
2021-03-08 07:57:01,73
2021-03-08 08:02:01,71
2021-03-08 08:07:01,80
2021-03-08 08:12:01,72
2021-03-08 08:17:01,73
2021-03-08 08:22:01,72
2021-03-08 08:27:01,71
2021-03-08 08:32:01,75
2021-03-08 08:37:01,75
2021-03-08 08:42:01,74
2021-03-08 08:47:01,74
2021-03-08 08:52:01,75
2021-03-08 08:57:01,75
2021-03-08 09:02:01,73
2021-03-08 09:12:01,71
2021-03-08 09:17:01,73
2021-03-08 09:22:01,75
2021-03-08 09:27:01,75
