Timestamp,HeartRate
2021-01-06 00:03:01,79
2021-01-06 00:08:01,76
2021-01-06 00:13:01,77
2021-01-06 00:18:01,77
2021-01-06 00:23:01,77
2021-01-06 00:28:01,77
2021-01-06 00:33:01,77
2021-01-06 00:38:01,80
2021-01-06 00:43:01,83
2021-01-06 00:48:01,76
2021-01-06 00:53:01,77
2021-01-06 00:58:01,81
2021-01-06 01:03:01,77
2021-01-06 01:08:01,76
2021-01-06 01:13:01,78
2021-01-06 01:18:01,76
2021-01-06 01:23:01,77
2021-01-06 01:28:01,79
2021-01-06 01:33:01,77
2021-01-06 01:38:01,74
2021-01-06 01:43:01,74
2021-01-06 01:48:01,74
2021-01-06 01:53:01,74
2021-01-06 01:58:01,74
2021-01-06 02:03:01,75
2021-01-06 02:08:01,76
2021-01-06 02:13:01,76
2021-01-06 02:18:01,74
2021-01-06 02:23:01,73
2021-01-06 02:28:01,73
2021-01-06 02:33:01,75
2021-01-06 02:38:01,74
2021-01-06 02:43:01,74
2021-01-06 02:48:01,73
2021-01-06 02:53:01,71
2021-01-06 02:58:01,70
2021-01-06 03:03:01,68
2021-01-06 03:08:01,68
2021-01-06 03:13:01,68
2021-01-06 03:18:01,72
2021-01-06 03:23:01,70
2021-01-06 03:28:01,68
2021-01-06 03:33:01,68
2021-01-06 03:38:01,69
2021-01-06 03:43:01,69
2021-01-06 03:48:01,70
2021-01-06 03:53:01,70
2021-01-06 03:58:01,70
2021-01-06 04:03:01,71
2021-01-06 04:08:01,69
2021-01-06 04:13:01,72
2021-01-06 04:18:01,70
2021-01-06 04:23:01,69
2021-01-06 04:28:01,73
2021-01-06 04:33:01,69
2021-01-06 04:38:01,68
2021-01-06 04:43:01,68
2021-01-06 04:48:01,67
2021-01-06 04:53:01,68
2021-01-06 04:58:01,70
2021-01-06 05:03:01,67
2021-01-06 05:08:01,65
2021-01-06 05:23:01,65
2021-01-06 05:28:01,65
2021-01-06 05:33:01,67
2021-01-06 05:38:01,76
2021-01-06 22:10:41,76
2021-01-06 22:15:41,75
2021-01-06 22:20:41,75
2021-01-06 22:25:41,76
2021-01-06 22:30:41,75
2021-01-06 22:35:41,76
2021-01-06 22:40:41,75
2021-01-06 22:45:41,75
2021-01-06 22:50:41,77
2021-01-06 22:55:41,76
2021-01-06 23:00:41,77
2021-01-06 23:05:41,77
2021-01-06 23:10:41,76
2021-01-06 23:20:41,77
2021-01-06 23:25:41,77
2021-01-06 23:30:41,77
2021-01-06 23:45:41,80
2021-01-06 23:50:41,81
2021-01-06 23:55:41,82
