Timestamp,HeartRate
2020-11-04 00:04:00,71
2020-11-04 00:09:00,75
2020-11-04 00:14:00,76
2020-11-04 00:19:00,74
2020-11-04 00:24:00,78
2020-11-04 00:29:00,77
2020-11-04 00:49:00,78
2020-11-04 00:54:00,78
2020-11-04 00:59:00,72
2020-11-04 01:04:00,70
2020-11-04 01:09:00,67
2020-11-04 01:14:00,70
2020-11-04 01:19:00,67
2020-11-04 01:24:00,66
2020-11-04 01:29:00,67
2020-11-04 01:34:00,68
2020-11-04 01:39:00,69
2020-11-04 01:44:00,70
2020-11-04 01:49:00,67
2020-11-04 01:54:00,74
2020-11-04 01:59:00,73
2020-11-04 02:04:00,72
2020-11-04 02:09:00,67
2020-11-04 02:14:00,68
2020-11-04 02:19:00,69
2020-11-04 02:24:00,68
2020-11-04 02:29:00,65
2020-11-04 02:34:00,67
2020-11-04 02:39:00,68
2020-11-04 02:44:00,68
2020-11-04 02:49:00,69
2020-11-04 02:54:00,70
2020-11-04 02:59:00,71
2020-11-04 03:04:00,71
2020-11-04 03:09:00,72
2020-11-04 03:14:00,74
2020-11-04 03:34:00,69
2020-11-04 03:39:00,70
2020-11-04 03:44:00,70
2020-11-04 03:49:00,69
2020-11-04 03:54:00,68
2020-11-04 04:34:00,71
2020-11-04 04:39:00,69
2020-11-04 04:44:00,69
2020-11-04 04:49:00,70
2020-11-04 04:54:00,67
2020-11-04 05:29:00,63
2020-11-04 05:34:00,65
2020-11-04 05:39:00,66
2020-11-04 05:44:00,64
2020-11-04 05:49:00,64
2020-11-04 05:59:00,66
2020-11-04 06:04:00,66
2020-11-04 06:19:00,65
2020-11-04 06:24:00,65
2020-11-04 06:29:00,67
2020-11-04 06:34:00,63
2020-11-04 06:39:00,61
2020-11-04 06:44:00,60
2020-11-04 06:49:00,60
2020-11-04 06:54:00,59
2020-11-04 06:59:00,58
2020-11-04 07:04:00,59
2020-11-04 07:09:00,59
2020-11-04 07:14:00,59
2020-11-04 07:19:00,64
2020-11-04 07:24:00,69
2020-11-04 07:29:00,68
2020-11-04 07:34:00,63
2020-11-04 07:39:00,61
2020-11-04 07:44:00,63
2020-11-04 07:49:00,61
2020-11-04 07:54:00,66
2020-11-04 07:59:00,62
2020-11-04 08:04:00,63
2020-11-04 08:09:00,65
2020-11-04 08:19:00,62
2020-11-04 08:24:00,62
2020-11-04 08:29:00,62
2020-11-04 08:34:00,63
2020-11-04 08:39:00,59
2020-11-04 08:44:00,61
