Timestamp,HeartRate
2021-04-05 00:25:03,100
2021-04-05 00:30:03,96
2021-04-05 00:35:03,95
2021-04-05 00:40:03,97
2021-04-05 00:45:03,95
2021-04-05 00:50:03,94
2021-04-05 00:55:03,89
2021-04-05 01:00:03,87
2021-04-05 01:05:03,86
2021-04-05 01:10:03,82
2021-04-05 01:15:03,81
2021-04-05 01:20:03,81
2021-04-05 01:25:03,87
2021-04-05 01:30:03,95
2021-04-05 01:35:03,95
2021-04-05 01:40:03,93
2021-04-05 01:45:03,93
2021-04-05 01:50:03,93
2021-04-05 01:55:03,93
2021-04-05 02:00:03,92
2021-04-05 02:05:03,91
2021-04-05 02:10:03,90
2021-04-05 02:15:03,88
2021-04-05 02:20:03,85
2021-04-05 02:25:03,84
2021-04-05 02:30:03,89
2021-04-05 02:35:03,90
2021-04-05 02:40:03,88
2021-04-05 02:45:03,88
2021-04-05 02:50:03,89
2021-04-05 02:55:03,88
2021-04-05 03:00:03,87
2021-04-05 03:05:03,86
2021-04-05 03:10:03,85
2021-04-05 03:15:03,84
2021-04-05 03:20:03,83
2021-04-05 03:25:03,83
2021-04-05 03:30:03,81
2021-04-05 03:35:03,78
2021-04-05 03:40:03,78
2021-04-05 03:45:03,76
2021-04-05 03:50:03,76
2021-04-05 03:55:03,78
2021-04-05 04:00:03,78
2021-04-05 04:05:03,79
2021-04-05 04:10:03,82
2021-04-05 04:15:03,78
2021-04-05 04:20:03,76
2021-04-05 04:25:03,79
2021-04-05 04:30:03,79
2021-04-05 04:35:03,78
2021-04-05 04:40:03,75
2021-04-05 04:45:03,76
2021-04-05 04:50:03,75
2021-04-05 04:55:03,72
2021-04-05 05:00:03,71
2021-04-05 05:05:03,72
2021-04-05 05:10:03,70
2021-04-05 05:15:03,72
2021-04-05 05:20:03,77
2021-04-05 05:25:03,76
2021-04-05 05:30:03,73
2021-04-05 05:35:03,72
2021-04-05 05:40:03,69
2021-04-05 05:45:03,74
2021-04-05 05:50:03,71
2021-04-05 05:55:03,67
2021-04-05 06:00:03,68
2021-04-05 06:05:03,67
2021-04-05 06:10:03,68
2021-04-05 06:15:03,66
2021-04-05 06:20:03,65
2021-04-05 06:25:03,65
2021-04-05 06:30:03,65
2021-04-05 06:35:03,65
2021-04-05 06:40:03,63
2021-04-05 06:45:03,66
2021-04-05 06:50:03,66
2021-04-05 06:55:03,63
2021-04-05 07:00:03,65
2021-04-05 07:05:03,66
2021-04-05 07:10:03,66
2021-04-05 07:15:03,65
2021-04-05 07:20:03,64
2021-04-05 07:25:03,65
2021-04-05 07:30:03,63
2021-04-05 07:35:03,67
2021-04-05 07:40:03,67
2021-04-05 07:45:03,66
2021-04-05 07:50:03,66
2021-04-05 07:55:03,66
2021-04-05 08:00:03,64
2021-04-05 08:05:03,67
2021-04-05 08:10:03,69
2021-04-05 08:20:03,70
2021-04-05 08:30:03,75
2021-04-05 08:35:03,73
2021-04-05 08:40:03,72
2021-04-05 08:45:03,72
2021-04-05 08:50:03,69
2021-04-05 08:55:03,68
