Timestamp,HeartRate
2021-05-18 00:44:54,83
2021-05-18 00:49:54,82
2021-05-18 00:54:54,79
2021-05-18 00:59:54,80
2021-05-18 01:04:54,79
2021-05-18 01:09:54,79
2021-05-18 01:14:54,81
2021-05-18 01:19:54,75
2021-05-18 01:24:54,77
2021-05-18 01:29:54,75
2021-05-18 01:34:54,75
2021-05-18 01:39:54,75
2021-05-18 01:44:54,73
2021-05-18 01:49:54,75
2021-05-18 01:54:54,75
2021-05-18 01:59:54,76
2021-05-18 02:04:54,74
2021-05-18 02:09:54,75
2021-05-18 02:14:54,74
2021-05-18 02:19:54,75
2021-05-18 02:24:54,75
2021-05-18 02:29:54,75
2021-05-18 02:34:54,75
2021-05-18 02:39:54,75
2021-05-18 02:44:54,78
2021-05-18 02:49:54,75
2021-05-18 02:54:54,74
2021-05-18 02:59:54,74
2021-05-18 03:04:54,71
2021-05-18 03:09:54,73
2021-05-18 03:14:54,73
2021-05-18 03:19:54,71
2021-05-18 03:24:54,70
2021-05-18 03:29:54,66
2021-05-18 03:34:54,66
2021-05-18 03:39:54,66
2021-05-18 03:44:54,66
2021-05-18 03:49:54,66
2021-05-18 03:54:54,65
2021-05-18 03:59:54,66
2021-05-18 04:04:54,66
2021-05-18 04:09:54,68
2021-05-18 04:14:54,68
2021-05-18 04:19:54,68
2021-05-18 04:24:54,68
2021-05-18 04:29:54,69
2021-05-18 04:34:54,68
2021-05-18 04:39:54,69
2021-05-18 04:44:54,69
2021-05-18 04:49:54,69
2021-05-18 04:54:54,67
2021-05-18 04:59:54,70
2021-05-18 05:04:54,70
2021-05-18 05:09:54,69
2021-05-18 05:14:54,69
2021-05-18 05:19:54,71
2021-05-18 05:24:54,66
2021-05-18 05:29:54,68
2021-05-18 05:34:54,67
2021-05-18 05:39:54,65
2021-05-18 05:44:54,64
2021-05-18 05:49:54,67
2021-05-18 05:54:54,66
2021-05-18 05:59:54,65
2021-05-18 06:04:54,65
2021-05-18 06:09:54,63
2021-05-18 06:14:54,65
2021-05-18 06:19:54,66
2021-05-18 06:24:54,67
