Timestamp,HeartRate
2020-09-16 02:57:01,82
2020-09-16 03:02:01,78
2020-09-16 03:07:01,75
2020-09-16 03:27:01,72
2020-09-16 03:32:01,73
2020-09-16 03:37:01,74
2020-09-16 03:42:01,73
2020-09-16 03:47:01,76
2020-09-16 03:52:01,76
2020-09-16 03:57:01,74
2020-09-16 04:02:01,71
2020-09-16 04:07:01,72
2020-09-16 04:12:01,73
2020-09-16 04:17:01,72
2020-09-16 04:22:01,74
2020-09-16 04:27:01,74
2020-09-16 04:32:01,74
2020-09-16 04:37:01,75
2020-09-16 04:42:01,76
2020-09-16 04:47:01,74
2020-09-16 04:52:01,74
2020-09-16 04:57:01,73
2020-09-16 05:02:01,74
2020-09-16 05:07:01,74
2020-09-16 05:12:01,72
2020-09-16 05:17:01,70
2020-09-16 05:22:01,71
2020-09-16 05:27:01,71
2020-09-16 05:32:01,70
2020-09-16 05:37:01,73
2020-09-16 05:42:01,74
2020-09-16 05:47:01,73
2020-09-16 05:52:01,70
2020-09-16 05:57:01,68
2020-09-16 06:02:01,68
2020-09-16 06:07:01,69
2020-09-16 06:12:01,69
2020-09-16 06:17:01,69
2020-09-16 06:22:01,70
2020-09-16 06:27:01,70
2020-09-16 06:32:01,70
2020-09-16 06:42:01,69
2020-09-16 06:47:01,67
2020-09-16 06:52:01,71
2020-09-16 06:57:01,68
2020-09-16 07:02:01,70
2020-09-16 07:07:01,68
2020-09-16 07:12:01,70
2020-09-16 07:17:01,69
2020-09-16 23:19:02,90
2020-09-16 23:24:02,89
2020-09-16 23:29:02,87
2020-09-16 23:34:02,79
2020-09-16 23:39:02,74
2020-09-16 23:44:02,73
2020-09-16 23:49:02,71
2020-09-16 23:54:02,73
2020-09-16 23:59:02,73
