Timestamp,HeartRate
2020-11-29 03:57:38,75
2020-11-29 04:02:38,76
2020-11-29 04:07:38,74
2020-11-29 04:12:38,71
2020-11-29 04:17:38,71
2020-11-29 04:22:38,69
2020-11-29 04:27:38,70
2020-11-29 04:32:38,71
2020-11-29 04:37:38,68
2020-11-29 04:47:38,70
2020-11-29 04:52:38,68
2020-11-29 04:57:38,72
2020-11-29 05:02:38,80
2020-11-29 05:07:38,78
2020-11-29 05:12:38,75
2020-11-29 05:17:38,79
2020-11-29 05:22:38,83
2020-11-29 05:27:38,84
2020-11-29 05:32:38,87
2020-11-29 05:37:38,88
2020-11-29 05:42:38,86
2020-11-29 05:47:38,89
2020-11-29 05:52:38,89
2020-11-29 05:57:38,90
2020-11-29 06:02:38,86
2020-11-29 06:07:38,89
2020-11-29 06:12:38,89
2020-11-29 06:17:38,89
2020-11-29 06:22:38,90
2020-11-29 06:27:38,86
2020-11-29 06:32:38,83
2020-11-29 06:37:38,77
2020-11-29 06:42:38,78
2020-11-29 06:47:38,82
2020-11-29 06:52:38,80
2020-11-29 06:57:38,82
2020-11-29 07:02:38,81
2020-11-29 07:07:38,81
2020-11-29 07:12:38,83
2020-11-29 07:17:38,84
2020-11-29 07:27:38,78
2020-11-29 07:32:38,75
2020-11-29 07:42:38,75
2020-11-29 07:47:38,76
2020-11-29 07:52:38,76
2020-11-29 07:57:38,78
2020-11-29 08:02:38,78
2020-11-29 08:07:38,80
2020-11-29 08:12:38,79
2020-11-29 08:17:38,79
2020-11-29 08:22:38,75
2020-11-29 08:27:38,73
2020-11-29 08:42:38,74
2020-11-29 08:47:38,72
2020-11-29 08:52:38,73
2020-11-29 08:57:38,73
2020-11-29 09:02:38,73
2020-11-29 09:07:38,72
2020-11-29 09:12:38,73
2020-11-29 09:17:38,73
2020-11-29 09:22:38,72
2020-11-29 09:27:38,72
2020-11-29 09:32:38,74
2020-11-29 09:37:38,73
2020-11-29 09:42:38,73
2020-11-29 09:47:38,73
2020-11-29 09:52:38,76
2020-11-29 09:57:38,74
2020-11-29 10:02:38,73
