Timestamp,HeartRate
2020-09-28 00:01:23,74
2020-09-28 00:06:23,74
2020-09-28 00:11:23,71
2020-09-28 00:16:23,74
2020-09-28 00:21:23,75
2020-09-28 00:26:23,76
2020-09-28 00:31:23,76
2020-09-28 00:36:23,75
2020-09-28 00:41:23,73
2020-09-28 00:46:23,72
2020-09-28 00:51:23,72
2020-09-28 00:56:23,72
2020-09-28 01:01:23,72
2020-09-28 01:06:23,72
2020-09-28 01:11:23,72
2020-09-28 01:16:23,72
2020-09-28 01:21:23,72
2020-09-28 01:26:23,72
2020-09-28 01:31:23,73
2020-09-28 01:36:23,72
2020-09-28 01:41:23,72
2020-09-28 01:46:23,68
2020-09-28 01:51:23,66
2020-09-28 01:56:23,64
2020-09-28 02:01:23,66
2020-09-28 02:06:23,64
2020-09-28 02:11:23,64
2020-09-28 02:21:23,61
2020-09-28 02:26:23,62
2020-09-28 02:31:23,62
2020-09-28 02:36:23,62
2020-09-28 02:41:23,63
2020-09-28 02:46:23,63
2020-09-28 02:51:23,63
2020-09-28 02:56:23,61
2020-09-28 03:01:23,59
2020-09-28 03:06:23,58
2020-09-28 03:11:23,59
2020-09-28 03:16:23,63
2020-09-28 03:21:23,61
2020-09-28 03:26:23,64
2020-09-28 03:31:23,65
2020-09-28 03:36:23,64
2020-09-28 03:41:23,64
2020-09-28 03:46:23,62
2020-09-28 03:51:23,63
2020-09-28 03:56:23,64
2020-09-28 04:01:23,63
2020-09-28 04:06:23,63
2020-09-28 04:11:23,62
2020-09-28 04:16:23,64
2020-09-28 04:21:23,64
2020-09-28 04:26:23,64
2020-09-28 04:31:23,64
2020-09-28 04:36:23,61
2020-09-28 04:41:23,61
2020-09-28 04:46:23,61
2020-09-28 04:51:23,63
2020-09-28 04:56:23,60
2020-09-28 05:01:23,59
2020-09-28 05:06:23,59
2020-09-28 05:11:23,62
2020-09-28 05:16:23,63
2020-09-28 05:21:23,64
2020-09-28 05:31:23,64
2020-09-28 05:36:23,65
2020-09-28 05:41:23,66
2020-09-28 05:46:23,66
2020-09-28 05:51:23,65
2020-09-28 05:56:23,63
2020-09-28 06:01:23,62
2020-09-28 06:06:23,62
2020-09-28 06:16:23,57
2020-09-28 06:26:23,62
2020-09-28 06:31:23,64
2020-09-28 06:36:23,64
2020-09-28 06:41:23,63
2020-09-28 06:46:23,63
2020-09-28 06:51:23,62
2020-09-28 06:56:23,63
2020-09-28 07:01:23,64
2020-09-28 07:06:23,63
2020-09-28 07:11:23,62
2020-09-28 07:16:23,62
2020-09-28 07:21:23,63
2020-09-28 07:26:23,64
2020-09-28 07:31:23,64
2020-09-28 07:36:23,63
2020-09-28 07:41:23,62
2020-09-28 07:46:23,62
2020-09-28 07:51:23,66
2020-09-28 07:56:23,66
2020-09-28 08:01:23,66
2020-09-28 08:06:23,66
2020-09-28 08:11:23,66
2020-09-28 08:16:23,66
2020-09-28 08:21:23,67
2020-09-28 08:26:23,68
2020-09-28 08:31:23,67
2020-09-28 08:36:23,63
2020-09-28 08:41:23,65
2020-09-28 08:46:23,66
2020-09-28 21:52:02,71
2020-09-28 21:57:02,71
2020-09-28 22:02:02,69
2020-09-28 22:07:02,69
2020-09-28 22:17:02,68
2020-09-28 22:22:02,71
2020-09-28 22:27:02,76
2020-09-28 22:32:02,70
2020-09-28 22:37:02,66
2020-09-28 22:42:02,65
2020-09-28 22:47:02,65
2020-09-28 22:52:02,65
2020-09-28 23:07:02,59
2020-09-28 23:12:02,63
2020-09-28 23:17:02,71
2020-09-28 23:22:02,72
2020-09-28 23:27:02,73
2020-09-28 23:32:02,79
2020-09-28 23:37:02,72
2020-09-28 23:42:02,66
2020-09-28 23:47:02,68
2020-09-28 23:52:02,72
2020-09-28 23:57:02,74
