Timestamp,HeartRate
2021-04-23 00:04:59,82
2021-04-23 00:09:59,87
2021-04-23 00:34:59,84
2021-04-23 00:39:59,76
2021-04-23 00:44:59,82
2021-04-23 00:49:59,83
2021-04-23 00:54:59,83
2021-04-23 00:59:59,84
2021-04-23 01:04:59,82
2021-04-23 01:09:59,83
2021-04-23 01:14:59,81
2021-04-23 01:19:59,78
2021-04-23 01:24:59,79
2021-04-23 01:29:59,78
2021-04-23 01:34:59,75
2021-04-23 01:39:59,76
2021-04-23 01:44:59,82
2021-04-23 01:49:59,82
2021-04-23 01:54:59,84
2021-04-23 01:59:59,83
2021-04-23 02:04:59,84
2021-04-23 02:09:59,83
2021-04-23 02:14:59,79
2021-04-23 02:19:59,75
2021-04-23 02:24:59,73
2021-04-23 02:29:59,74
2021-04-23 02:34:59,74
2021-04-23 02:39:59,74
2021-04-23 02:44:59,75
2021-04-23 02:49:59,76
2021-04-23 02:54:59,73
2021-04-23 02:59:59,73
2021-04-23 03:04:59,75
2021-04-23 03:09:59,79
2021-04-23 03:14:59,79
2021-04-23 03:19:59,76
2021-04-23 03:24:59,70
2021-04-23 03:29:59,69
2021-04-23 03:34:59,68
2021-04-23 03:39:59,68
2021-04-23 03:44:59,70
2021-04-23 03:49:59,76
2021-04-23 03:54:59,79
2021-04-23 03:59:59,78
2021-04-23 04:04:59,71
2021-04-23 04:09:59,67
2021-04-23 04:14:59,67
2021-04-23 04:19:59,69
2021-04-23 04:24:59,65
2021-04-23 04:29:59,65
2021-04-23 04:34:59,65
2021-04-23 04:39:59,65
2021-04-23 04:44:59,65
2021-04-23 04:49:59,64
2021-04-23 04:54:59,63
2021-04-23 04:59:59,64
2021-04-23 05:04:59,68
2021-04-23 05:09:59,69
2021-04-23 05:14:59,64
2021-04-23 05:19:59,71
2021-04-23 05:24:59,74
2021-04-23 05:29:59,69
2021-04-23 05:39:59,66
2021-04-23 05:44:59,67
2021-04-23 05:49:59,65
2021-04-23 05:54:59,64
2021-04-23 05:59:59,67
2021-04-23 06:04:59,65
2021-04-23 06:09:59,65
2021-04-23 06:14:59,67
2021-04-23 06:19:59,64
2021-04-23 06:24:59,64
2021-04-23 06:29:59,65
2021-04-23 06:34:59,65
2021-04-23 06:39:59,66
2021-04-23 06:44:59,65
2021-04-23 06:49:59,64
2021-04-23 06:54:59,63
2021-04-23 06:59:59,63
2021-04-23 07:04:59,63
2021-04-23 07:09:59,62
2021-04-23 07:14:59,63
2021-04-23 21:33:36,83
2021-04-23 21:38:36,85
2021-04-23 21:43:36,85
2021-04-23 21:48:36,89
2021-04-23 21:53:36,89
2021-04-23 21:58:36,89
2021-04-23 22:03:36,89
2021-04-23 22:13:36,85
2021-04-23 22:18:36,86
2021-04-23 22:23:36,86
2021-04-23 22:28:36,88
2021-04-23 22:33:36,88
2021-04-23 22:38:36,87
2021-04-23 22:43:36,89
2021-04-23 22:48:36,87
2021-04-23 22:53:36,88
2021-04-23 23:03:36,88
2021-04-23 23:08:36,89
2021-04-23 23:13:36,90
2021-04-23 23:18:36,88
2021-04-23 23:23:36,87
2021-04-23 23:28:36,88
2021-04-23 23:33:36,93
2021-04-23 23:38:36,86
2021-04-23 23:43:36,87
2021-04-23 23:48:36,88
2021-04-23 23:53:36,86
